,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_G&S_frontomargin_volume,lh_G&S_occipital_inf_volume,lh_G&S_paracentral_volume,lh_G&S_subcentral_volume,lh_G&S_transv_frontopol_volume,lh_G&S_cingul-Ant_volume,lh_G&S_cingul-Mid-Ant_volume,lh_G&S_cingul-Mid-Post_volume,lh_G_cingul-Post-dorsal_volume,lh_G_cingul-Post-ventral_volume,lh_G_cuneus_volume,lh_G_front_inf-Opercular_volume,lh_G_front_inf-Orbital_volume,lh_G_front_inf-Triangul_volume,lh_G_front_middle_volume,lh_G_front_sup_volume,lh_G_Ins_lg&S_cent_ins_volume,lh_G_insular_short_volume,lh_G_occipital_middle_volume,lh_G_occipital_sup_volume,lh_G_oc-temp_lat-fusifor_volume,lh_G_oc-temp_med-Lingual_volume,lh_G_oc-temp_med-Parahip_volume,lh_G_orbital_volume,lh_G_pariet_inf-Angular_volume,lh_G_pariet_inf-Supramar_volume,lh_G_parietal_sup_volume,lh_G_postcentral_volume,lh_G_precentral_volume,lh_G_precuneus_volume,lh_G_rectus_volume,lh_G_subcallosal_volume,lh_G_temp_sup-G_T_transv_volume,lh_G_temp_sup-Lateral_volume,lh_G_temp_sup-Plan_polar_volume,lh_G_temp_sup-Plan_tempo_volume,lh_G_temporal_inf_volume,lh_G_temporal_middle_volume,lh_Lat_Fis-ant-Horizont_volume,lh_Lat_Fis-ant-Vertical_volume,lh_Lat_Fis-post_volume,lh_Pole_occipital_volume,lh_Pole_temporal_volume,lh_S_calcarine_volume,lh_S_central_volume,lh_S_cingul-Marginalis_volume,lh_S_circular_insula_ant_volume,lh_S_circular_insula_inf_volume,lh_S_circular_insula_sup_volume,lh_S_collat_transv_ant_volume,lh_S_collat_transv_post_volume,lh_S_front_inf_volume,lh_S_front_middle_volume,lh_S_front_sup_volume,lh_S_interm_prim-Jensen_volume,lh_S_intrapariet&P_trans_volume,lh_S_oc_middle&Lunatus_volume,lh_S_oc_sup&transversal_volume,lh_S_occipital_ant_volume,lh_S_oc-temp_lat_volume,lh_S_oc-temp_med&Lingual_volume,lh_S_orbital_lateral_volume,lh_S_orbital_med-olfact_volume,lh_S_orbital-H_Shaped_volume,lh_S_parieto_occipital_volume,lh_S_pericallosal_volume,lh_S_postcentral_volume,lh_S_precentral-inf-part_volume,lh_S_precentral-sup-part_volume,lh_S_suborbital_volume,lh_S_subparietal_volume,lh_S_temporal_inf_volume,lh_S_temporal_sup_volume,lh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,lh_G_and_S_frontomargin_volume,lh_G_and_S_occipital_inf_volume,lh_G_and_S_paracentral_volume,lh_G_and_S_subcentral_volume,lh_G_and_S_transv_frontopol_volume,lh_G_and_S_cingul-Ant_volume,lh_G_and_S_cingul-Mid-Ant_volume,lh_G_and_S_cingul-Mid-Post_volume,lh_G_Ins_lg_and_S_cent_ins_volume,lh_S_intrapariet_and_P_trans_volume,lh_S_oc_middle_and_Lunatus_volume,lh_S_oc_sup_and_transversal_volume,lh_S_oc-temp_med_and_Lingual_volume,rh_G&S_frontomargin_volume,rh_G&S_occipital_inf_volume,rh_G&S_paracentral_volume,rh_G&S_subcentral_volume,rh_G&S_transv_frontopol_volume,rh_G&S_cingul-Ant_volume,rh_G&S_cingul-Mid-Ant_volume,rh_G&S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg&S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet&P_trans_volume,rh_S_oc_middle&Lunatus_volume,rh_S_oc_sup&transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med&Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc-temp_med_and_Lingual_volume
sub-C0025,3300.1,5228.2,2301.6,4289.5,1776.4,409.6,3227.0,5183.6,1963.9,4325.4,1736.4,536.8,1276819.0,1258181.0,264779.466568,268630.654605,533410.121172,259742.981119,259253.596613,518996.577732,59425.0,704587.121172,1130426.698905,1115544.698905,1544033.0,0.851141,1.029268,21.0,15.0,36.0,1500126.594188,2182.0,2514.0,2995.0,3248.0,2453.0,5546.0,2966.0,2563.0,2287.0,691.0,2884.0,3451.0,1088.0,3012.0,13847.0,19531.0,1435.0,2636.0,6117.0,2327.0,5735.0,5312.0,3253.0,6387.0,7332.0,7643.0,7991.0,3475.0,6300.0,7340.0,2596.0,1463.0,775.0,6418.0,2189.0,1776.0,7180.0,8322.0,397.0,522.0,1416.0,2320.0,5755.0,3985.0,3258.0,1860.0,838.0,2136.0,2476.0,1950.0,581.0,3518.0,2792.0,5355.0,599.0,5070.0,1008.0,2185.0,1141.0,1591.0,3180.0,430.0,1066.0,2825.0,3029.0,1277.0,4751.0,2621.0,1772.0,1392.0,1617.0,4156.0,10853.0,445.0,1258181.0,1500126.594188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.0,3004.0,2475.0,2990.0,2806.0,7413.0,2716.0,2764.0,1290.0,594.0,3379.0,3954.0,793.0,1625.0,13436.0,18035.0,1613.0,2875.0,7497.0,2408.0,5491.0,4771.0,3061.0,6794.0,8837.0,7181.0,6617.0,3323.0,6830.0,7655.0,2340.0,1060.0,605.0,4570.0,2090.0,1749.0,8870.0,9667.0,690.0,283.0,1898.0,5562.0,5909.0,2735.0,2699.0,2018.0,1010.0,1651.0,2110.0,1729.0,576.0,3497.0,4159.0,4306.0,555.0,6914.0,1756.0,1830.0,1464.0,2049.0,3637.0,657.0,1504.0,2401.0,3691.0,1082.0,4428.0,3389.0,2064.0,1004.0,2908.0,2551.0,9926.0,413.0,1258181.0,1500126.594188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0026,3079.1,4866.8,1919.9,3895.5,1506.0,267.4,3003.0,4678.4,1761.0,4055.4,1424.0,530.3,1037507.0,1027688.0,212280.335984,213397.862532,425678.198515,218408.010099,211100.318044,429508.328143,52414.0,571080.198515,918032.526659,911045.526659,1280376.0,0.81257,1.002784,17.0,30.0,47.0,1276821.273001,2345.0,3207.0,2486.0,3057.0,1915.0,4334.0,1967.0,2514.0,1827.0,684.0,2546.0,2740.0,940.0,1830.0,8590.0,16034.0,1354.0,1739.0,4399.0,2256.0,4408.0,4045.0,4450.0,5390.0,5322.0,5754.0,4701.0,4144.0,5692.0,5244.0,2412.0,1097.0,1011.0,5744.0,1646.0,2005.0,5395.0,4965.0,345.0,321.0,1260.0,2621.0,4390.0,2197.0,3987.0,1446.0,780.0,2140.0,2304.0,1781.0,831.0,3031.0,1838.0,5172.0,444.0,3495.0,1541.0,1534.0,573.0,1467.0,2361.0,338.0,831.0,3134.0,2133.0,1209.0,2939.0,2661.0,1976.0,1097.0,1607.0,1676.0,7408.0,535.0,1027688.0,1276821.273001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,2727.0,2713.0,3072.0,1939.0,5412.0,2306.0,2520.0,1187.0,689.0,2205.0,2854.0,802.0,1068.0,9792.0,14983.0,1335.0,1902.0,3939.0,2218.0,3662.0,3895.0,3599.0,6439.0,6677.0,4183.0,3960.0,3076.0,7637.0,3975.0,1964.0,671.0,609.0,5350.0,1610.0,1415.0,5762.0,6436.0,479.0,165.0,1821.0,4905.0,5353.0,2734.0,4067.0,1928.0,788.0,1842.0,2027.0,2080.0,597.0,2744.0,2225.0,3455.0,524.0,3370.0,1040.0,1340.0,783.0,1447.0,2441.0,482.0,913.0,2697.0,2378.0,1315.0,3151.0,3247.0,2343.0,457.0,1723.0,1650.0,9314.0,342.0,1027688.0,1276821.273001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0027,3959.0,5063.6,2149.7,3960.5,1623.8,461.3,4019.5,5101.5,1917.2,4289.6,1710.0,513.5,1188151.0,1162705.0,257164.777392,251857.079866,509021.857257,236397.851444,233768.023319,470165.874763,59056.0,658207.857257,1061926.73202,1040473.73202,1450502.0,0.738557,0.901635,22.0,15.0,37.0,1608745.991911,2489.0,2841.0,3115.0,3024.0,1692.0,4139.0,2582.0,2484.0,1786.0,702.0,3019.0,2753.0,1057.0,2598.0,12390.0,20960.0,1454.0,2064.0,3941.0,2871.0,4504.0,4322.0,3060.0,5651.0,7861.0,6735.0,7509.0,4077.0,7474.0,7342.0,2520.0,1618.0,848.0,6266.0,2238.0,1860.0,9687.0,8828.0,413.0,370.0,1255.0,2575.0,5179.0,2437.0,3867.0,1626.0,807.0,1981.0,2229.0,1688.0,582.0,2540.0,2759.0,6184.0,548.0,5591.0,1248.0,1764.0,1210.0,1610.0,3894.0,486.0,875.0,2485.0,2642.0,1475.0,4861.0,2963.0,2910.0,1000.0,1943.0,2700.0,10228.0,549.0,1162705.0,1608745.991911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.0,3022.0,2510.0,2380.0,2405.0,5702.0,2941.0,2980.0,1753.0,878.0,3314.0,2735.0,977.0,2304.0,12751.0,18953.0,1377.0,1957.0,4607.0,3171.0,4437.0,4683.0,3436.0,6614.0,8556.0,6176.0,5556.0,3833.0,6731.0,5746.0,1980.0,502.0,684.0,5702.0,3376.0,1609.0,8547.0,8736.0,373.0,369.0,1605.0,5015.0,6066.0,3054.0,3462.0,1835.0,851.0,1477.0,2073.0,1706.0,650.0,2525.0,3409.0,4527.0,916.0,5117.0,1229.0,1874.0,1079.0,1943.0,3244.0,513.0,1036.0,2428.0,3353.0,1169.0,4185.0,2839.0,2420.0,418.0,2110.0,1382.0,10262.0,408.0,1162705.0,1608745.991911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0028,3990.0,4172.1,1774.3,4093.9,1590.4,412.5,3785.1,5001.8,1918.2,3954.9,1922.5,554.7,1154291.0,1142029.0,242869.805799,245728.268017,488598.073817,230573.579051,232427.720593,463001.299644,58650.0,652437.073817,1023123.37346,1013730.37346,1426904.0,0.773307,0.955941,18.0,22.0,40.0,1492668.785247,2517.0,2844.0,2852.0,3384.0,1759.0,4690.0,2292.0,2463.0,2041.0,825.0,3020.0,3028.0,926.0,2696.0,10793.0,18863.0,1729.0,2226.0,4708.0,2491.0,4664.0,4567.0,3453.0,6071.0,6541.0,6514.0,5794.0,3985.0,6392.0,5604.0,2377.0,1604.0,928.0,6080.0,1947.0,2091.0,7518.0,8053.0,405.0,506.0,1447.0,2448.0,4779.0,2615.0,3428.0,1475.0,934.0,2311.0,2683.0,1356.0,717.0,3465.0,1875.0,5934.0,646.0,4055.0,1129.0,2083.0,1045.0,1400.0,3701.0,357.0,1061.0,2446.0,3177.0,1180.0,4196.0,2335.0,3331.0,1147.0,1383.0,2245.0,9812.0,698.0,1142029.0,1492668.785247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,2442.0,3004.0,3314.0,1944.0,5726.0,2793.0,3112.0,1816.0,562.0,3121.0,3572.0,719.0,1655.0,11861.0,17304.0,1610.0,2544.0,5388.0,2756.0,4831.0,4599.0,2964.0,6260.0,8376.0,6089.0,4910.0,4825.0,6395.0,4882.0,2265.0,692.0,1066.0,5239.0,1789.0,1812.0,6350.0,10040.0,386.0,354.0,1826.0,4400.0,5285.0,2277.0,3231.0,2448.0,956.0,1863.0,2017.0,1660.0,779.0,2651.0,3635.0,4842.0,644.0,3642.0,948.0,2101.0,1069.0,2076.0,3324.0,596.0,1106.0,1953.0,3446.0,1482.0,4100.0,2665.0,2393.0,508.0,2080.0,1855.0,10943.0,398.0,1142029.0,1492668.785247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0029,3645.6,4982.8,1899.6,4103.5,1364.2,472.6,3802.6,5084.3,1893.9,4429.8,1697.1,545.7,1187434.0,1174954.0,258590.276584,262754.962028,521345.238613,232994.259838,234639.72187,467633.981708,57061.0,681654.238613,1057754.22032,1048393.22032,1466447.0,0.785243,0.969753,9.0,20.0,29.0,1512186.54703,2996.0,2854.0,3066.0,3510.0,1991.0,5748.0,2611.0,3267.0,2187.0,666.0,3474.0,3551.0,1447.0,2628.0,10865.0,17669.0,1688.0,2693.0,5834.0,2729.0,5134.0,5127.0,4379.0,6885.0,6045.0,5784.0,6831.0,3994.0,6432.0,6307.0,2842.0,1661.0,1005.0,5339.0,2111.0,1655.0,7530.0,8365.0,358.0,341.0,1489.0,2579.0,6673.0,3154.0,4088.0,1916.0,1081.0,2692.0,2499.0,1947.0,602.0,3668.0,3179.0,4325.0,478.0,4635.0,1470.0,2326.0,1125.0,1700.0,3144.0,717.0,894.0,2851.0,3546.0,1749.0,3939.0,2651.0,2276.0,1284.0,1743.0,3097.0,9488.0,542.0,1174954.0,1512186.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2135.0,2831.0,2264.0,3253.0,2866.0,7497.0,3011.0,2942.0,2031.0,773.0,3842.0,3559.0,841.0,3520.0,9990.0,18156.0,2176.0,2142.0,4970.0,2261.0,5102.0,5411.0,3853.0,7795.0,7171.0,7216.0,5257.0,4250.0,6369.0,5872.0,2464.0,795.0,992.0,5748.0,2496.0,1703.0,8669.0,8463.0,501.0,528.0,2002.0,4756.0,7698.0,3656.0,3580.0,2366.0,902.0,2183.0,2469.0,2319.0,663.0,3318.0,3905.0,4333.0,829.0,4096.0,1064.0,2112.0,785.0,1255.0,3032.0,661.0,944.0,2729.0,3621.0,1453.0,4264.0,3229.0,1795.0,382.0,2679.0,2592.0,9244.0,553.0,1174954.0,1512186.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0030,3177.3,4160.5,1867.4,4324.3,1614.3,386.7,3197.5,4310.3,1776.4,4660.2,1893.0,512.7,1149714.0,1128161.0,235006.683384,237041.630107,472048.313491,237356.643672,240953.39275,478310.036423,54552.0,622458.313491,1027601.349914,1010119.349914,1394276.0,0.787074,0.954497,57.0,49.0,106.0,1460743.682163,2112.0,2671.0,2363.0,3207.0,1339.0,4904.0,2858.0,2022.0,1300.0,570.0,2959.0,2961.0,1080.0,2192.0,9522.0,15526.0,1375.0,2234.0,5287.0,2570.0,4669.0,4588.0,2815.0,4606.0,6797.0,7616.0,7842.0,3249.0,5861.0,5915.0,2306.0,1270.0,1352.0,6065.0,1626.0,1914.0,9079.0,7838.0,319.0,378.0,1417.0,3253.0,5269.0,2527.0,3663.0,1814.0,737.0,2684.0,2221.0,1736.0,528.0,2625.0,2484.0,4709.0,595.0,4502.0,1130.0,1997.0,1258.0,1436.0,3127.0,396.0,999.0,2687.0,2976.0,1263.0,3781.0,2905.0,1645.0,1069.0,1926.0,2283.0,9379.0,404.0,1128161.0,1460743.682163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,3781.0,2275.0,2750.0,2483.0,5608.0,2907.0,2494.0,1158.0,934.0,3183.0,3367.0,1061.0,1914.0,9472.0,16613.0,1380.0,2233.0,6069.0,3055.0,4791.0,4997.0,2366.0,5624.0,7651.0,6352.0,6098.0,3375.0,5036.0,5260.0,1729.0,658.0,1070.0,5451.0,2128.0,1396.0,8126.0,8166.0,701.0,379.0,1757.0,4986.0,6098.0,2997.0,3285.0,2037.0,869.0,1956.0,2066.0,1788.0,567.0,3017.0,3782.0,4194.0,592.0,4881.0,1286.0,1675.0,1205.0,1562.0,2614.0,622.0,1072.0,2418.0,3000.0,568.0,3645.0,1964.0,1825.0,206.0,2028.0,1571.0,10287.0,298.0,1128161.0,1460743.682163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0031,3740.0,5130.5,2073.7,3633.5,1500.3,337.2,3725.4,5281.1,1954.0,3993.0,1674.3,496.9,1117853.0,1103421.0,235980.440213,236872.487816,472852.928029,218936.733142,217857.725303,436794.458445,56461.0,636656.928029,981635.386474,970232.386474,1367161.0,0.827767,1.012379,35.0,35.0,70.0,1350443.708609,1958.0,2233.0,2944.0,3402.0,2132.0,4410.0,2343.0,2505.0,1783.0,1089.0,4145.0,3970.0,1053.0,3156.0,11175.0,17413.0,1841.0,2244.0,3097.0,2676.0,4290.0,6037.0,2873.0,5764.0,5415.0,7649.0,6244.0,3930.0,5315.0,6114.0,2330.0,1035.0,1116.0,5406.0,1880.0,2719.0,7494.0,7195.0,530.0,640.0,1628.0,2902.0,5751.0,3803.0,3979.0,1679.0,737.0,2286.0,2266.0,1552.0,499.0,2692.0,2794.0,4157.0,647.0,3220.0,1318.0,1500.0,627.0,759.0,3506.0,480.0,847.0,2514.0,3881.0,931.0,4297.0,1779.0,2121.0,692.0,1363.0,1763.0,7672.0,503.0,1103421.0,1350443.708609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,2724.0,2641.0,3264.0,3094.0,5023.0,2174.0,2455.0,1354.0,987.0,4068.0,3683.0,1410.0,1922.0,9661.0,16367.0,1582.0,2675.0,4685.0,2145.0,4536.0,4906.0,3088.0,6222.0,7632.0,5287.0,5233.0,3184.0,6417.0,5499.0,1821.0,803.0,926.0,4773.0,1944.0,1484.0,6976.0,8762.0,396.0,308.0,2102.0,5616.0,6239.0,3852.0,3662.0,1841.0,958.0,2128.0,2178.0,1599.0,532.0,3087.0,3244.0,3594.0,608.0,4168.0,1271.0,1791.0,902.0,1283.0,2926.0,813.0,1023.0,2424.0,3814.0,1205.0,3451.0,2662.0,2337.0,460.0,1795.0,2075.0,8286.0,554.0,1103421.0,1350443.708609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0032,3250.8,5133.2,2247.2,4240.8,2059.9,484.7,3325.2,5232.8,2388.2,4691.8,2063.2,609.8,1247263.0,1222619.0,246167.165914,246116.729221,492283.895135,263625.637946,265636.595886,529262.233832,60739.0,658380.895135,1106016.128967,1085146.128967,1534071.0,0.807492,0.993175,17.0,12.0,29.0,1544612.577079,1943.0,2937.0,2926.0,4210.0,1562.0,5344.0,2551.0,2714.0,2013.0,630.0,2790.0,2850.0,1014.0,2049.0,10759.0,16995.0,1812.0,2188.0,4339.0,2535.0,3652.0,3631.0,3571.0,5973.0,4828.0,7931.0,8005.0,3189.0,6119.0,6922.0,2809.0,1536.0,1734.0,6766.0,2313.0,1909.0,7972.0,5856.0,340.0,274.0,1623.0,2553.0,7312.0,2440.0,3844.0,1815.0,771.0,3232.0,2938.0,1980.0,409.0,3589.0,2799.0,4618.0,406.0,4759.0,1139.0,1740.0,1162.0,1141.0,2698.0,558.0,929.0,2751.0,3162.0,1595.0,3844.0,3158.0,2404.0,977.0,1908.0,2620.0,9318.0,572.0,1222619.0,1544612.577079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.0,2125.0,2329.0,3067.0,2868.0,6240.0,3220.0,2638.0,1689.0,771.0,2900.0,4129.0,1162.0,3181.0,8713.0,17018.0,1515.0,2884.0,5148.0,2571.0,3911.0,3845.0,4388.0,6265.0,6596.0,6535.0,5813.0,3214.0,5805.0,5423.0,1768.0,845.0,1153.0,6774.0,2974.0,1470.0,7806.0,7477.0,412.0,390.0,2291.0,4789.0,7171.0,2884.0,3165.0,1857.0,829.0,2754.0,2477.0,2023.0,622.0,4728.0,3862.0,4339.0,278.0,5135.0,1360.0,1273.0,894.0,1630.0,2669.0,645.0,1091.0,2620.0,3036.0,1450.0,3177.0,2294.0,2016.0,426.0,2386.0,2614.0,8927.0,666.0,1222619.0,1544612.577079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0033,3291.2,5101.5,2317.6,4232.1,1694.8,286.7,3191.4,5136.4,2200.1,4314.6,1901.4,462.5,1139939.0,1112180.0,217208.877599,224336.910423,441545.788022,241623.545902,241359.37698,482982.922883,58222.0,598611.788022,1010389.710905,986335.710905,1396705.0,0.786344,0.963465,19.0,19.0,38.0,1449669.065538,2004.0,3126.0,2633.0,2792.0,1547.0,4554.0,1771.0,1970.0,1639.0,706.0,2547.0,2275.0,561.0,2179.0,8655.0,15787.0,1362.0,1892.0,5217.0,2060.0,4245.0,5098.0,4081.0,5306.0,5535.0,6001.0,5292.0,3700.0,5437.0,5816.0,1893.0,1291.0,1187.0,5923.0,1377.0,1647.0,5417.0,6955.0,356.0,401.0,1375.0,2412.0,5180.0,2363.0,3506.0,1395.0,627.0,2138.0,2208.0,1662.0,679.0,2873.0,2415.0,4330.0,502.0,3105.0,1296.0,1504.0,1075.0,999.0,2674.0,472.0,967.0,2479.0,2766.0,974.0,4052.0,2170.0,2284.0,1312.0,1754.0,2037.0,9936.0,523.0,1112180.0,1449669.065538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.0,2322.0,2010.0,3261.0,2046.0,4800.0,2482.0,2619.0,1776.0,722.0,3469.0,2580.0,654.0,1518.0,7592.0,16039.0,1302.0,1917.0,4153.0,2887.0,4968.0,4918.0,4001.0,6220.0,5883.0,6704.0,4218.0,4103.0,5249.0,5359.0,2303.0,511.0,958.0,5403.0,2172.0,1848.0,5441.0,7199.0,394.0,261.0,2084.0,4693.0,5602.0,2406.0,3514.0,1596.0,727.0,1565.0,1879.0,2010.0,432.0,2143.0,4509.0,4339.0,690.0,3896.0,811.0,1812.0,1093.0,1522.0,3049.0,508.0,900.0,2435.0,2968.0,1178.0,3568.0,2202.0,2226.0,417.0,2396.0,1775.0,9788.0,302.0,1112180.0,1449669.065538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-C0034,3236.8,4830.0,2033.3,4094.2,1688.8,404.8,3397.2,5190.5,1794.3,4343.0,1900.8,514.1,1200908.0,1191570.0,251113.387885,249919.860509,501033.248394,245896.926068,245109.740271,491006.666339,58466.0,668959.248394,1060714.914734,1053800.914734,1462910.0,0.783193,0.954062,19.0,11.0,30.0,1533349.488536,2062.0,2941.0,2609.0,3548.0,1624.0,4843.0,2319.0,2977.0,1934.0,776.0,2869.0,3634.0,1282.0,3116.0,13577.0,19650.0,1383.0,2539.0,6481.0,2678.0,4448.0,4727.0,3495.0,6199.0,6963.0,5378.0,5227.0,3860.0,6129.0,6308.0,2465.0,1440.0,1244.0,6496.0,1916.0,2371.0,7496.0,8076.0,378.0,570.0,1563.0,2416.0,5057.0,3116.0,3552.0,1602.0,934.0,2319.0,2561.0,1584.0,716.0,4038.0,2332.0,4843.0,534.0,3624.0,1335.0,2519.0,1525.0,1775.0,3409.0,367.0,904.0,3055.0,2733.0,1207.0,3149.0,2720.0,1787.0,922.0,1506.0,2695.0,11434.0,519.0,1191570.0,1533349.488536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.0,2589.0,2242.0,3181.0,1985.0,5663.0,3024.0,3305.0,1680.0,841.0,2943.0,3839.0,1167.0,2622.0,10413.0,17919.0,1349.0,2577.0,5096.0,2707.0,5125.0,4605.0,3849.0,7354.0,6718.0,4588.0,4434.0,3858.0,6795.0,5822.0,2072.0,667.0,832.0,5978.0,1973.0,2119.0,7172.0,9288.0,958.0,370.0,1778.0,4397.0,6251.0,2895.0,3515.0,2061.0,891.0,1805.0,2275.0,1872.0,815.0,3411.0,3723.0,4738.0,307.0,4400.0,1379.0,1387.0,1118.0,2203.0,2780.0,844.0,1156.0,3174.0,3530.0,1700.0,3075.0,2734.0,2606.0,528.0,1895.0,2336.0,10735.0,405.0,1191570.0,1533349.488536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
