,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-DRSH0015,2787.6,3100.3,1717.4,3766.4,1619.8,325.7,2860.7,3180.1,1811.0,4059.7,1667.6,421.2,1136351.0,1109029.0,222951.929413,224085.273512,447037.202925,241050.818603,240042.545226,481093.363829,49440.0,601580.202925,1003618.566754,981306.566754,1413940.0,0.733729,0.912965,9.0,15.0,24.0,1548733.874776,2870.0,1448.0,4887.0,2767.0,1920.0,8655.0,15683.0,10328.0,2240.0,13704.0,6493.0,4841.0,5207.0,12696.0,2033.0,3211.0,3642.0,1947.0,3031.0,1519.0,9731.0,2652.0,12500.0,8528.0,2449.0,14051.0,19366.0,13035.0,11056.0,11063.0,948.0,2168.0,853.0,6412.0,1109029.0,1548733.874776,2697.0,1784.0,5586.0,3128.0,2148.0,8961.0,15100.0,10172.0,2032.0,11674.0,6557.0,5494.0,4636.0,12742.0,1768.0,4324.0,3182.0,2810.0,2863.0,1845.0,9856.0,2895.0,13297.0,8967.0,1706.0,12760.0,17998.0,13594.0,11114.0,12298.0,1056.0,2557.0,614.0,6745.0,1109029.0,1548733.874776
sub-DRSH0016,2459.6,3529.2,1772.6,3119.2,1415.4,212.7,2602.0,3476.7,1645.5,3450.5,1426.1,267.8,923638.0,903013.0,196854.19693,199137.905857,395992.102787,184482.544444,181691.82665,366174.371094,42949.0,513994.102787,825707.473882,808348.473882,1174891.0,0.752226,0.95685,20.0,26.0,46.0,1227873.5179,1542.0,1052.0,4667.0,2570.0,1470.0,7701.0,10465.0,8638.0,2132.0,11359.0,7138.0,5728.0,4795.0,8723.0,1620.0,2889.0,3223.0,2102.0,3458.0,1733.0,8665.0,2467.0,11691.0,7803.0,2156.0,12671.0,18257.0,10846.0,10407.0,9244.0,917.0,2315.0,1064.0,6000.0,903013.0,1227873.5179,2038.0,2112.0,5331.0,3057.0,912.0,8532.0,10326.0,8178.0,2024.0,11441.0,6686.0,6373.0,4395.0,9549.0,1578.0,3248.0,2942.0,2679.0,3748.0,1927.0,8278.0,3209.0,11422.0,8440.0,1433.0,13093.0,18622.0,10344.0,9674.0,8446.0,1023.0,1685.0,815.0,6097.0,903013.0,1227873.5179
sub-DRSH0018,3175.5,4655.2,1854.6,3793.4,1636.0,272.8,3231.1,4699.6,1833.6,4058.2,1712.5,470.5,1047575.0,1038256.0,222392.204333,217822.830713,440215.035046,207613.340661,204729.883003,412343.223664,53981.0,597941.035046,916899.25871,909845.25871,1269033.0,0.782321,0.947704,29.0,25.0,54.0,1339060.106693,2714.0,1066.0,5446.0,2547.0,1854.0,8656.0,12084.0,11331.0,2221.0,10114.0,7317.0,5679.0,5345.0,10962.0,1739.0,3199.0,4684.0,2433.0,3297.0,1746.0,9048.0,2742.0,12358.0,9350.0,2901.0,14419.0,22229.0,13375.0,12399.0,9532.0,982.0,2028.0,1110.0,6353.0,1038256.0,1339060.106693,1952.0,1757.0,5919.0,2861.0,1705.0,8298.0,13451.0,11631.0,2268.0,9721.0,6545.0,5832.0,5782.0,11619.0,1746.0,3663.0,3507.0,2520.0,3802.0,2193.0,8814.0,2850.0,12359.0,9518.0,1593.0,13001.0,19023.0,12945.0,11177.0,9340.0,1286.0,1924.0,774.0,7326.0,1038256.0,1339060.106693
sub-DRSH0021,3228.0,4738.8,2001.9,4683.6,1572.8,401.1,3796.5,5311.8,1959.0,4613.7,1790.9,551.4,1200918.0,1193184.0,255473.365404,253394.655763,508868.021167,240882.722633,234689.301221,475572.023854,60282.0,685954.021167,1052203.045021,1047452.045021,1474744.0,0.77945,0.957175,29.0,24.0,53.0,1540725.061391,2366.0,2541.0,7715.0,3659.0,1871.0,10185.0,12844.0,12516.0,3184.0,13226.0,7875.0,7722.0,4829.0,11803.0,2226.0,4045.0,4921.0,2219.0,3977.0,2438.0,9949.0,3452.0,16313.0,10619.0,3469.0,16243.0,21458.0,13755.0,12715.0,12321.0,1038.0,3136.0,1323.0,8284.0,1193184.0,1540725.061391,2416.0,2164.0,6149.0,3946.0,1529.0,9765.0,15642.0,11799.0,2522.0,12240.0,8850.0,7920.0,5570.0,13396.0,1977.0,4232.0,4821.0,3184.0,4811.0,2327.0,10236.0,3422.0,14590.0,10543.0,2237.0,17754.0,21230.0,14425.0,11843.0,10033.0,1229.0,2670.0,1213.0,7215.0,1193184.0,1540725.061391
sub-DSYA0001,3048.5,4172.9,2090.3,3658.6,1629.5,230.8,2951.9,4202.5,2168.6,3828.8,1638.4,367.5,1027444.0,1007398.0,199306.994743,200719.316477,400026.31122,213240.876919,215113.306287,428354.183206,51804.0,552086.31122,900032.494426,883861.494426,1271871.0,0.768954,0.951887,19.0,14.0,33.0,1336157.32713,1904.0,1341.0,5421.0,3116.0,2372.0,8904.0,10394.0,9833.0,2269.0,9465.0,6080.0,4856.0,4305.0,9122.0,1851.0,3447.0,3369.0,1834.0,2938.0,2086.0,9077.0,2673.0,12106.0,9232.0,1495.0,12219.0,19009.0,12354.0,8772.0,8843.0,826.0,2402.0,656.0,5275.0,1007398.0,1336157.32713,1515.0,1625.0,6069.0,3120.0,2547.0,8964.0,12198.0,10016.0,2182.0,9261.0,6054.0,5101.0,3873.0,8617.0,1753.0,3242.0,2727.0,2123.0,2867.0,2122.0,9655.0,2807.0,13978.0,8827.0,1712.0,12594.0,17070.0,12123.0,8198.0,9152.0,824.0,2651.0,667.0,5499.0,1007398.0,1336157.32713
sub-DSYA0002,3490.9,6146.4,2242.1,4329.4,1759.7,353.6,3822.3,6381.2,2097.2,4569.1,2132.7,524.4,1251459.0,1241527.0,265224.792141,266264.197502,531488.989643,257312.30658,256984.176856,514296.483436,62783.0,696440.989643,1120139.473079,1113207.473079,1515285.0,0.787186,0.953137,43.0,72.0,115.0,1589787.625188,2550.0,2319.0,5744.0,2690.0,2176.0,11447.0,14777.0,12917.0,2794.0,12514.0,8933.0,6665.0,6130.0,12447.0,2384.0,4315.0,4745.0,2578.0,5020.0,2024.0,10248.0,4147.0,12842.0,10971.0,3885.0,21195.0,26758.0,14954.0,13648.0,11610.0,1009.0,2324.0,1140.0,7233.0,1241527.0,1589787.625188,2557.0,1511.0,5798.0,3546.0,2432.0,9978.0,17455.0,12614.0,2292.0,12071.0,8744.0,5929.0,6466.0,13596.0,2405.0,4888.0,3363.0,2696.0,5138.0,2505.0,11556.0,3345.0,14728.0,10184.0,1732.0,20761.0,29328.0,14966.0,13914.0,9321.0,1358.0,2583.0,968.0,7977.0,1241527.0,1589787.625188
sub-DSYA0003,3665.0,5257.5,2218.8,3802.2,1904.9,472.0,3684.8,5822.9,1962.0,4256.4,2261.0,594.4,1329025.0,1313449.0,269624.785476,271866.968485,541491.753962,281764.073276,284638.323943,566402.397219,64097.0,712476.753962,1186491.151181,1174486.151181,1629897.0,0.798028,0.97869,47.0,46.0,93.0,1665385.763772,2397.0,2737.0,8482.0,3571.0,1876.0,11323.0,11823.0,15168.0,3451.0,15033.0,8622.0,7503.0,4803.0,12801.0,2172.0,3795.0,4406.0,2252.0,2441.0,2583.0,10584.0,4005.0,16250.0,10205.0,3608.0,19689.0,25710.0,14654.0,13207.0,12540.0,1117.0,1945.0,1421.0,8873.0,1313449.0,1665385.763772,2041.0,3438.0,7456.0,4061.0,2522.0,10841.0,14400.0,13316.0,3352.0,11388.0,8718.0,7421.0,6680.0,15599.0,1956.0,4211.0,6388.0,2627.0,5734.0,3134.0,9096.0,4485.0,11697.0,11290.0,2184.0,20851.0,25875.0,14364.0,12019.0,11781.0,1338.0,2730.0,946.0,8696.0,1313449.0,1665385.763772
sub-DSYA0004,3040.8,4967.0,1808.5,3680.3,1478.1,373.6,3128.6,4895.2,2118.5,4013.0,1639.4,506.1,1049508.0,1034098.0,204382.930101,206337.440682,410720.370783,218959.96858,223140.083805,442100.052385,55503.0,562336.370783,922724.423168,911628.423168,1311939.0,0.760884,0.951144,28.0,9.0,37.0,1379328.010717,2619.0,1346.0,5011.0,2117.0,1717.0,8057.0,11354.0,8615.0,2128.0,10800.0,6555.0,5381.0,4841.0,9661.0,1606.0,3241.0,4295.0,1784.0,2691.0,1171.0,8484.0,2443.0,12173.0,7694.0,1899.0,11905.0,21196.0,10743.0,12020.0,10797.0,758.0,2487.0,1084.0,6209.0,1034098.0,1379328.010717,1962.0,2346.0,5789.0,2542.0,1942.0,8238.0,12006.0,10558.0,1840.0,9758.0,6213.0,5289.0,4777.0,11516.0,1299.0,3896.0,3752.0,2426.0,3654.0,1718.0,7993.0,3206.0,11437.0,8502.0,1586.0,13319.0,17581.0,11347.0,11366.0,9387.0,1120.0,2564.0,866.0,6147.0,1034098.0,1379328.010717
sub-DXYU0001,2874.0,4926.5,1924.7,4389.1,1850.8,460.2,2799.7,5114.6,1868.3,4481.5,1933.4,588.6,1122812.0,1113406.0,239624.173396,239573.081613,479197.255009,222379.147537,221116.912231,443496.059768,56097.0,641712.255009,988621.314777,982041.314777,1369437.0,0.785956,0.958591,33.0,27.0,60.0,1428593.446127,3382.0,1537.0,6422.0,2460.0,1935.0,8691.0,15131.0,13924.0,2481.0,11381.0,7211.0,5478.0,4937.0,10887.0,1699.0,3326.0,4509.0,2215.0,2806.0,1698.0,9051.0,3511.0,12719.0,10090.0,2523.0,18064.0,21691.0,13427.0,13507.0,11781.0,1102.0,2485.0,1355.0,6989.0,1113406.0,1428593.446127,2812.0,2094.0,6432.0,2966.0,2102.0,8775.0,15941.0,13274.0,2553.0,11133.0,7380.0,5747.0,4974.0,13740.0,1940.0,3707.0,3184.0,2729.0,3258.0,1953.0,9853.0,2930.0,12722.0,11145.0,2141.0,15304.0,23005.0,13184.0,11971.0,10747.0,990.0,2358.0,917.0,6671.0,1113406.0,1428593.446127
sub-DXYU0002,2798.4,4629.1,1809.7,3940.0,1543.2,388.3,2717.3,4724.0,1912.7,4244.8,1600.6,447.7,1055868.0,1045667.0,219849.120331,221899.347611,441748.467943,215040.142162,211998.680202,427038.822364,52828.0,592700.467943,932440.290306,925204.290306,1268531.0,0.78035,0.937521,19.0,32.0,51.0,1353069.536092,2102.0,1531.0,5587.0,2759.0,1660.0,8285.0,11544.0,10010.0,2188.0,11762.0,7547.0,6667.0,4666.0,9775.0,2149.0,3358.0,4054.0,2678.0,3174.0,1805.0,9070.0,2525.0,13895.0,9854.0,1806.0,14088.0,21228.0,12518.0,10754.0,11136.0,820.0,2103.0,1140.0,6312.0,1045667.0,1353069.536092,1800.0,1167.0,4303.0,3507.0,2269.0,8162.0,15147.0,10763.0,2131.0,11109.0,8278.0,7581.0,5128.0,11557.0,2344.0,3466.0,3585.0,3310.0,4961.0,2323.0,7775.0,2550.0,11525.0,9837.0,993.0,15756.0,20797.0,11534.0,11031.0,8598.0,953.0,2141.0,909.0,5940.0,1045667.0,1353069.536092
sub-DXYU0003,2958.0,4226.9,1779.6,4166.6,1419.2,379.5,2893.6,3979.8,1939.4,4383.3,1503.9,435.0,1092851.0,1073947.0,210860.258637,207881.579065,418741.837702,243591.817982,241739.452039,485331.270021,53014.0,560233.837702,977205.107723,961465.107723,1348212.0,0.791915,0.976958,5.0,10.0,15.0,1380010.11128,2458.0,1143.0,5984.0,2251.0,3110.0,10735.0,12271.0,9311.0,2231.0,11418.0,7089.0,5590.0,5346.0,10612.0,2002.0,3081.0,3994.0,1927.0,2443.0,1618.0,7767.0,2643.0,14040.0,8521.0,1582.0,13438.0,19188.0,11335.0,10749.0,9106.0,631.0,2137.0,707.0,5573.0,1073947.0,1380010.11128,2145.0,1804.0,5732.0,2333.0,2194.0,9710.0,14128.0,11294.0,2430.0,10403.0,6642.0,6464.0,4964.0,11384.0,1640.0,3428.0,3244.0,2570.0,2774.0,1517.0,6511.0,2202.0,11985.0,8999.0,1592.0,14147.0,18229.0,11121.0,9925.0,7586.0,946.0,2294.0,687.0,5740.0,1073947.0,1380010.11128
sub-DXYU0004,3885.8,5674.4,2283.0,4108.9,1590.7,454.0,3705.2,6034.7,2246.0,4357.5,1753.7,628.5,1114760.0,1098655.0,223627.471284,226392.732599,450020.203884,220788.586909,221600.10868,442388.695589,62241.0,627208.203884,968785.899472,957049.899472,1384276.0,0.757964,0.941217,26.0,10.0,36.0,1470729.233779,2002.0,1444.0,6364.0,3215.0,2083.0,8779.0,10685.0,10255.0,2191.0,11498.0,7590.0,5046.0,4656.0,11561.0,1963.0,3748.0,4874.0,2418.0,3967.0,1897.0,8164.0,3367.0,13749.0,8378.0,2311.0,12919.0,22340.0,11825.0,12042.0,11624.0,954.0,1999.0,892.0,7248.0,1098655.0,1470729.233779,2231.0,1286.0,6398.0,2963.0,2081.0,9748.0,15126.0,8835.0,2403.0,11812.0,7883.0,5754.0,5177.0,12043.0,1883.0,3968.0,4535.0,2860.0,4392.0,1705.0,7668.0,2683.0,12922.0,9357.0,2018.0,14241.0,21152.0,11605.0,11163.0,9415.0,1047.0,2396.0,834.0,7415.0,1098655.0,1470729.233779
sub-DXYU0005,4049.8,5857.7,2407.3,4653.6,1940.4,525.8,3772.8,5870.0,2378.7,4808.8,2057.3,596.9,1407331.0,1392677.0,296193.956042,296775.464563,592969.420605,285807.371351,285026.463835,570833.835187,69440.0,784861.420605,1247655.255792,1236407.255792,1704902.0,0.826348,1.001074,46.0,45.0,91.0,1703072.394,2631.0,1698.0,8791.0,3049.0,2024.0,13301.0,15186.0,15101.0,3178.0,15278.0,9383.0,7107.0,6682.0,15263.0,2253.0,4350.0,5588.0,2845.0,4682.0,2262.0,12960.0,4021.0,17707.0,11651.0,3089.0,18476.0,28359.0,13914.0,14267.0,18320.0,1428.0,2244.0,1659.0,8735.0,1392677.0,1703072.394,2165.0,2593.0,7324.0,3562.0,1514.0,11822.0,20330.0,16547.0,3406.0,14592.0,9828.0,7914.0,6144.0,16985.0,2135.0,4810.0,5044.0,3789.0,7320.0,2109.0,11237.0,4051.0,16833.0,12351.0,2732.0,17466.0,25524.0,14773.0,14376.0,13567.0,1528.0,2450.0,1240.0,9170.0,1392677.0,1703072.394
sub-DXYU0006,3463.0,4181.5,1832.8,3713.6,1689.7,366.1,3479.7,4009.6,1789.4,3981.9,1812.0,541.5,1162773.0,1148035.0,259403.551124,259512.303998,518915.855123,223070.275455,222223.527825,445293.80328,55051.0,676141.855123,1034404.658403,1023836.658403,1466381.0,0.931123,1.174245,24.0,21.0,45.0,1248786.134096,2648.0,2248.0,6701.0,3145.0,3134.0,10366.0,15122.0,12728.0,2792.0,13177.0,8371.0,7284.0,5934.0,13537.0,2538.0,3376.0,6475.0,3178.0,4835.0,1833.0,9705.0,2922.0,15959.0,10441.0,2855.0,16865.0,22726.0,13509.0,13133.0,10931.0,1232.0,2260.0,1145.0,7423.0,1148035.0,1248786.134096,2769.0,2163.0,8459.0,3293.0,2796.0,11805.0,16798.0,12920.0,2457.0,12542.0,8228.0,7191.0,5254.0,14180.0,2273.0,4409.0,4200.0,3500.0,4620.0,1953.0,8895.0,3859.0,13989.0,10608.0,2480.0,19194.0,21058.0,14244.0,13074.0,9791.0,1111.0,3477.0,886.0,7392.0,1148035.0,1248786.134096
sub-DXYU0007,3286.8,5355.5,2109.8,3950.2,1663.1,474.4,3191.0,5461.6,1985.6,4411.6,1870.5,525.2,1106176.0,1088629.0,230201.683591,234159.758571,464361.442162,220363.088098,217892.542797,438255.630895,58855.0,623750.442162,977666.073058,964429.073058,1376121.0,0.737876,0.917943,20.0,15.0,35.0,1499135.489732,2299.0,1276.0,5945.0,2813.0,2434.0,10405.0,11921.0,12703.0,2555.0,10418.0,6545.0,5931.0,5024.0,11352.0,1927.0,3410.0,5362.0,2053.0,3389.0,1537.0,7906.0,3217.0,13620.0,10189.0,2290.0,13754.0,22002.0,14807.0,11372.0,10694.0,926.0,2870.0,1085.0,6479.0,1088629.0,1499135.489732,2520.0,1550.0,5336.0,2743.0,2507.0,9565.0,14688.0,10818.0,2571.0,10821.0,6594.0,6239.0,5577.0,13549.0,1913.0,3741.0,3560.0,2722.0,4393.0,1404.0,9333.0,3981.0,14019.0,10519.0,1662.0,14429.0,20565.0,12867.0,12178.0,10067.0,1182.0,2805.0,789.0,7714.0,1088629.0,1499135.489732
sub-DXYU0008,3376.3,5076.9,2182.0,4776.2,1574.9,541.5,3340.7,5322.5,1983.1,5116.6,2113.9,663.1,1236124.0,1224605.0,251645.433906,253834.535759,505479.969665,248851.165468,246590.393796,495441.559264,61603.0,693762.969665,1073600.528929,1065837.528929,1548048.0,0.75793,0.949187,20.0,17.0,37.0,1630920.251816,2935.0,2763.0,6451.0,3049.0,2693.0,9753.0,14347.0,13742.0,2950.0,11712.0,6733.0,5865.0,5355.0,13075.0,2422.0,4031.0,4171.0,2375.0,3760.0,1996.0,9744.0,3471.0,14287.0,8857.0,3483.0,16683.0,23144.0,14870.0,14025.0,11947.0,983.0,2137.0,1095.0,7397.0,1224605.0,1630920.251816,2431.0,1932.0,6762.0,3255.0,2317.0,10266.0,18640.0,12718.0,2535.0,12339.0,7838.0,7497.0,5526.0,13655.0,2159.0,3879.0,3648.0,2967.0,4187.0,2122.0,8585.0,3317.0,14158.0,9790.0,2546.0,17705.0,21717.0,13756.0,13615.0,10650.0,1201.0,2737.0,716.0,7471.0,1224605.0,1630920.251816
sub-DXYU0010,3309.4,5748.2,2097.9,4664.1,1810.2,394.0,3389.6,5869.9,2202.6,5050.6,2027.8,463.1,1319407.0,1290621.0,263015.996959,266576.095385,529592.092344,268470.627936,265144.79597,533615.423907,64359.0,718722.092344,1154228.516251,1130881.516251,1597510.0,0.784178,0.949466,17.0,16.0,33.0,1682536.086049,2240.0,2100.0,6783.0,2943.0,1914.0,10632.0,15616.0,12904.0,2739.0,12615.0,9304.0,6650.0,5358.0,12638.0,2478.0,3762.0,4902.0,2802.0,4261.0,1758.0,11596.0,3287.0,15493.0,10659.0,3342.0,15265.0,25187.0,12305.0,15965.0,13903.0,918.0,2702.0,1179.0,7099.0,1290621.0,1682536.086049,2420.0,2460.0,9459.0,3304.0,2188.0,9535.0,18433.0,11694.0,2770.0,14125.0,8947.0,8227.0,5881.0,14225.0,2316.0,3854.0,4018.0,2810.0,4998.0,1767.0,12457.0,3302.0,15367.0,11992.0,2286.0,14265.0,21752.0,14370.0,13773.0,12787.0,1001.0,2476.0,1046.0,7405.0,1290621.0,1682536.086049
sub-DXYU0011,2984.1,3948.5,1574.0,3449.7,1488.5,279.3,2932.6,3980.3,1578.5,3681.1,1468.0,324.8,950308.0,939307.0,196839.536548,198043.841681,394883.378229,182685.421877,183271.700472,365957.12235,48476.0,546069.378229,820258.500579,812412.500579,1176478.0,0.783103,0.969479,29.0,30.0,59.0,1213515.506092,2404.0,1815.0,4528.0,2345.0,1852.0,7183.0,11148.0,9600.0,2523.0,9302.0,6532.0,4860.0,3864.0,9810.0,1795.0,2454.0,4268.0,2493.0,3021.0,1875.0,6671.0,2731.0,10962.0,9131.0,2417.0,12821.0,17964.0,12321.0,10169.0,8912.0,1009.0,1842.0,829.0,6156.0,939307.0,1213515.506092,2023.0,2263.0,3688.0,2501.0,1622.0,7255.0,13579.0,8697.0,1833.0,10204.0,6733.0,5292.0,4561.0,9883.0,1665.0,3557.0,3454.0,2741.0,4381.0,1874.0,6115.0,2932.0,9694.0,8512.0,2078.0,14691.0,17024.0,12251.0,9260.0,8756.0,1030.0,2347.0,564.0,6027.0,939307.0,1213515.506092
sub-DXYU0012,3437.4,5045.7,1918.8,3816.9,1443.2,312.4,3461.5,5218.7,1907.7,3897.6,1647.5,375.3,1000350.0,988689.0,200596.879974,200126.143882,400723.023856,204514.157672,208876.195438,413390.35311,52742.0,544417.023856,879551.376966,870252.376966,1217826.0,0.810779,0.987042,33.0,55.0,88.0,1233814.115886,1807.0,1410.0,5043.0,2592.0,1843.0,7517.0,9646.0,9349.0,2802.0,8511.0,7396.0,4945.0,5508.0,9520.0,1686.0,3527.0,3891.0,2120.0,3975.0,1494.0,9384.0,2806.0,12626.0,8097.0,2300.0,10240.0,17138.0,10892.0,10039.0,11447.0,910.0,2594.0,1244.0,6888.0,988689.0,1233814.115886,1830.0,1629.0,5757.0,2462.0,2344.0,6112.0,12347.0,9527.0,1911.0,9761.0,7258.0,5199.0,5214.0,10207.0,1543.0,4821.0,3220.0,2605.0,3844.0,1547.0,8060.0,2413.0,12589.0,9076.0,1350.0,11204.0,16911.0,9767.0,10051.0,9803.0,918.0,2627.0,831.0,6410.0,988689.0,1233814.115886
sub-DXYU0013,3692.7,4816.0,2241.1,3808.6,1693.8,447.1,3505.1,4953.4,2265.8,3907.5,1925.7,446.9,1230628.0,1205925.0,231385.75908,229715.059562,461100.818642,272957.241254,271394.8602,544352.101454,58326.0,629107.818642,1088673.920096,1068307.920096,1483200.0,0.74163,0.89384,17.0,10.0,27.0,1659356.723259,3057.0,1396.0,6640.0,2478.0,2558.0,9529.0,14241.0,12307.0,2441.0,10943.0,7998.0,6527.0,5213.0,11459.0,1903.0,4278.0,4480.0,2414.0,3199.0,1845.0,10374.0,2974.0,14021.0,8000.0,2356.0,13427.0,21954.0,10277.0,11258.0,11803.0,879.0,2515.0,1100.0,6790.0,1205925.0,1659356.723259,2420.0,1154.0,6647.0,2384.0,2694.0,10685.0,16138.0,10012.0,1835.0,10764.0,7397.0,6497.0,4879.0,11054.0,2058.0,3790.0,4189.0,2274.0,3962.0,2054.0,9512.0,2959.0,13625.0,9624.0,1156.0,11721.0,21446.0,12129.0,12149.0,11527.0,831.0,2650.0,871.0,7775.0,1205925.0,1659356.723259
sub-DXYU0014,3229.9,5312.6,2071.8,3669.3,1698.7,417.0,3287.5,5277.4,2011.7,4149.3,1799.4,566.3,1079864.0,1057566.0,202212.08597,204339.683861,406551.769832,231303.5,229812.5,461116.0,58257.0,561907.769832,946875.0,924577.0,1495077.0,0.782467,1.08333,20.0,18.0,38.0,1380075.957557,1773.0,1357.0,6802.0,2875.0,1346.0,7589.0,9953.0,11691.0,2414.0,10765.0,6367.0,4318.0,4229.0,10154.0,1642.0,2782.0,3445.0,1833.0,3338.0,1470.0,8322.0,2808.0,13275.0,7131.0,1818.0,12599.0,20770.0,11841.0,9026.0,8230.0,955.0,2351.0,916.0,5968.0,1057566.0,1380075.957557,1602.0,1863.0,5452.0,3002.0,1584.0,7567.0,11621.0,9933.0,1976.0,10949.0,6665.0,4271.0,4735.0,11492.0,1664.0,3107.0,2950.0,2345.0,2817.0,1675.0,8430.0,2355.0,13096.0,8659.0,1886.0,14305.0,18106.0,11557.0,9884.0,8740.0,1176.0,2207.0,665.0,5944.0,1057566.0,1380075.957557
sub-DXYU0015,3674.6,4926.4,2261.8,3732.3,1196.4,471.8,3594.6,4997.0,2350.6,4050.3,1541.5,538.6,1054928.0,1030675.0,208491.33365,208235.976507,416727.310157,216281.898807,218026.224822,434308.123629,56156.0,567736.310157,931195.433785,909872.433785,1320549.0,0.756132,0.946519,15.0,29.0,44.0,1395163.985424,2329.0,1369.0,6100.0,2899.0,1973.0,9382.0,9297.0,8301.0,2472.0,9032.0,6633.0,5301.0,4510.0,9462.0,1721.0,3154.0,4027.0,1805.0,2941.0,2487.0,10749.0,2552.0,14303.0,8035.0,2094.0,13119.0,21110.0,10682.0,9874.0,9688.0,803.0,2620.0,837.0,7287.0,1030675.0,1395163.985424,1563.0,1915.0,5547.0,3131.0,1892.0,8682.0,11550.0,7137.0,2577.0,11314.0,6045.0,5788.0,4789.0,10501.0,1650.0,3520.0,3163.0,2353.0,3783.0,2900.0,9178.0,2713.0,12810.0,8644.0,1797.0,13531.0,18487.0,10583.0,10791.0,9150.0,1105.0,2815.0,862.0,6786.0,1030675.0,1395163.985424
sub-DXYU0016,3265.1,4607.7,1944.0,3902.7,1578.1,345.6,3559.2,4686.8,1849.2,4199.4,1723.9,412.3,1084378.0,1067983.0,195516.158481,196096.153658,391612.312139,238915.0,239477.0,478392.0,56545.0,556949.312139,941462.0,925067.0,1432063.0,0.795608,1.050705,7.0,9.0,16.0,1362954.460126,1904.0,996.0,5915.0,1755.0,2046.0,8431.0,8902.0,10916.0,1869.0,10167.0,5722.0,4872.0,4267.0,8470.0,2120.0,3104.0,3381.0,1374.0,2661.0,1089.0,7430.0,2814.0,12082.0,7628.0,1597.0,11206.0,20105.0,10845.0,11720.0,9423.0,873.0,2515.0,1027.0,6092.0,1067983.0,1362954.460126,1595.0,1431.0,5606.0,2211.0,1569.0,8665.0,13208.0,8774.0,1962.0,10189.0,5729.0,4892.0,4596.0,9084.0,1707.0,3211.0,2665.0,1386.0,3360.0,1454.0,7640.0,2658.0,12106.0,7798.0,1751.0,11245.0,19120.0,10310.0,12708.0,7889.0,1021.0,2301.0,739.0,5398.0,1067983.0,1362954.460126
