,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-D0085,2242.4,4152.6,1758.2,3697.3,1401.5,320.4,2561.3,4412.5,1808.5,3770.3,1690.9,471.9,1005660.0,997692.0,204065.074281,205003.084841,409068.159122,204782.827785,204535.581519,409318.409304,50519.0,561484.159122,876870.568427,871516.568427,1244234.0,0.779591,0.964535,17.0,18.0,35.0,1289983.672349,2091.0,1681.0,5647.0,2776.0,1996.0,8033.0,11098.0,9288.0,2180.0,9199.0,6648.0,5927.0,4598.0,9487.0,1907.0,2975.0,3124.0,2506.0,2496.0,1668.0,7675.0,2853.0,12300.0,8159.0,2378.0,14076.0,19966.0,12198.0,9096.0,10797.0,875.0,2245.0,811.0,6201.0,997692.0,1289983.672349,1912.0,1957.0,5881.0,3231.0,1555.0,6818.0,12165.0,9326.0,2071.0,9379.0,6764.0,6235.0,4611.0,10544.0,1744.0,3184.0,3239.0,2517.0,3693.0,2197.0,7527.0,3126.0,11605.0,9000.0,2017.0,13935.0,17885.0,12849.0,9653.0,9670.0,1154.0,1955.0,675.0,5505.0,997692.0,1289983.672349
sub-D0086,3271.1,5375.1,1941.5,4458.9,1917.6,337.3,3027.5,5551.7,2163.7,5206.0,1930.4,570.8,1219184.0,1199172.0,237468.037962,236008.69335,473476.731312,262606.896861,262445.432904,525052.329765,61914.0,643203.731312,1080265.061077,1063647.061077,1474131.0,0.795089,0.961353,34.0,24.0,58.0,1533392.651703,2086.0,2294.0,6421.0,2561.0,2311.0,9390.0,12649.0,12657.0,2768.0,11189.0,7920.0,5682.0,5159.0,11861.0,2098.0,3270.0,4144.0,2184.0,4028.0,1624.0,10149.0,3535.0,13510.0,10783.0,3633.0,14968.0,21591.0,15127.0,10603.0,10293.0,889.0,2489.0,774.0,7340.0,1199172.0,1533392.651703,2318.0,2307.0,5781.0,2804.0,2295.0,10113.0,12662.0,11156.0,2975.0,11602.0,7164.0,5333.0,5380.0,12114.0,2270.0,2934.0,3584.0,3044.0,4855.0,1923.0,10610.0,3626.0,13085.0,10276.0,2020.0,16148.0,21961.0,13305.0,10645.0,11169.0,1076.0,2174.0,851.0,7779.0,1199172.0,1533392.651703
sub-D0087,3733.8,5217.4,2339.1,4133.5,1748.4,392.0,3683.3,5387.7,2138.7,4329.5,1720.5,503.1,1128531.0,1110443.0,230081.763822,230415.174592,460496.938414,226875.921842,227349.123731,454225.045573,59100.0,628169.938414,991848.983986,977712.983986,1397244.0,0.757708,0.938125,8.0,20.0,28.0,1489400.7878,2139.0,1924.0,5549.0,2720.0,2285.0,10708.0,12319.0,10757.0,2261.0,10762.0,7727.0,6391.0,5177.0,11478.0,2164.0,3925.0,3646.0,2506.0,2777.0,1528.0,9522.0,3607.0,13695.0,8755.0,2763.0,14229.0,20484.0,12617.0,13152.0,11370.0,986.0,2640.0,1017.0,6837.0,1110443.0,1489400.7878,2314.0,1709.0,6262.0,3817.0,2110.0,9248.0,17711.0,9118.0,3125.0,11356.0,7612.0,7391.0,5246.0,11454.0,1810.0,4046.0,4421.0,2903.0,3829.0,1860.0,8579.0,2810.0,12598.0,10220.0,1729.0,13452.0,19366.0,11560.0,12032.0,9280.0,1210.0,3196.0,799.0,6838.0,1110443.0,1489400.7878
sub-D0088,2911.2,4911.2,2119.8,4137.4,1701.7,456.2,2923.2,5592.4,1956.7,4661.6,1857.5,521.3,1161876.0,1150382.0,236995.348977,238074.260971,475069.609947,241614.1621,246705.042642,488319.204742,58877.0,634851.609947,1034430.81469,1025614.81469,1428018.0,0.769115,0.94529,11.0,24.0,35.0,1510666.20746,2221.0,1371.0,7046.0,2409.0,2395.0,9459.0,12197.0,12617.0,2702.0,10424.0,7458.0,5640.0,5830.0,11690.0,2297.0,3658.0,4760.0,2450.0,4101.0,1636.0,10131.0,3501.0,15247.0,9693.0,1966.0,13122.0,25581.0,12927.0,10150.0,11470.0,1026.0,2163.0,1019.0,7348.0,1150382.0,1510666.20746,2161.0,1752.0,8122.0,3167.0,2212.0,10216.0,12473.0,11177.0,2406.0,11425.0,7292.0,6015.0,5697.0,13493.0,2102.0,3936.0,3649.0,2666.0,4255.0,1749.0,8515.0,3109.0,13799.0,8809.0,1489.0,15413.0,25006.0,12714.0,11494.0,11036.0,1116.0,2516.0,793.0,7204.0,1150382.0,1510666.20746
sub-D0089,3365.4,5576.9,2149.4,4329.6,1891.6,377.4,3514.2,5703.3,2157.1,4861.5,1964.1,465.0,1250678.0,1228674.0,252709.442288,247300.892023,500010.334311,262909.791175,258718.428821,521628.219996,61988.0,676316.334311,1104729.554308,1086683.554308,1548628.0,0.756842,0.937145,28.0,29.0,57.0,1652494.939842,2554.0,1391.0,6485.0,2554.0,2105.0,10324.0,12167.0,14004.0,3386.0,12568.0,8527.0,7332.0,5530.0,12155.0,1887.0,3186.0,5245.0,2292.0,4209.0,1709.0,9871.0,3167.0,13789.0,10209.0,2414.0,16141.0,23284.0,15192.0,13621.0,13606.0,971.0,2669.0,990.0,8241.0,1228674.0,1652494.939842,1987.0,1778.0,5756.0,2946.0,1950.0,11979.0,15803.0,12548.0,2629.0,12582.0,9221.0,7376.0,5264.0,11993.0,1673.0,3663.0,4194.0,2698.0,3958.0,1877.0,9568.0,3084.0,12802.0,11551.0,2027.0,16879.0,21677.0,13785.0,12451.0,9401.0,1210.0,2767.0,1020.0,7815.0,1228674.0,1652494.939842
sub-D0090,3305.8,4383.6,1998.3,4199.6,1523.0,526.4,3352.0,4901.4,2017.8,4444.6,1875.7,595.2,1144675.0,1125625.0,236957.058379,240234.756895,477191.815274,224120.051086,227970.43064,452090.481727,57460.0,644303.815274,1005861.297001,990407.297001,1404957.0,0.820293,1.006815,17.0,31.0,48.0,1395446.452284,2262.0,727.0,5123.0,2751.0,1831.0,8283.0,11624.0,12324.0,2370.0,9270.0,8562.0,5586.0,4747.0,11573.0,2042.0,3384.0,4984.0,2358.0,4396.0,1887.0,9415.0,3170.0,14718.0,11049.0,2823.0,14476.0,25521.0,14797.0,12652.0,11380.0,1256.0,2392.0,1215.0,7692.0,1125625.0,1395446.452284,1800.0,2162.0,5562.0,3482.0,2758.0,8976.0,15356.0,11236.0,2437.0,10463.0,8261.0,7956.0,5920.0,10285.0,2033.0,3559.0,4312.0,2934.0,3795.0,3211.0,9690.0,3329.0,15451.0,10227.0,2054.0,14474.0,21228.0,14228.0,12062.0,10031.0,1232.0,2324.0,894.0,7187.0,1125625.0,1395446.452284
sub-D0092,3317.8,5183.4,2216.0,4197.9,1610.7,370.4,3200.8,5211.0,2084.7,4335.5,1932.8,447.7,1151882.0,1139613.0,230348.907485,232474.003775,462822.91126,240148.417377,239935.156436,480083.573813,59172.0,629932.91126,1014227.485073,1005434.485073,1363794.0,0.75412,0.892855,24.0,25.0,49.0,1527452.306909,1852.0,2202.0,5379.0,2568.0,2346.0,9458.0,12293.0,12696.0,2975.0,12251.0,7207.0,4876.0,5400.0,9889.0,2116.0,3154.0,4811.0,2470.0,4393.0,1187.0,9556.0,4288.0,13628.0,9476.0,3341.0,13768.0,20098.0,11267.0,13096.0,10798.0,669.0,2783.0,924.0,7796.0,1139613.0,1527452.306909,2621.0,1837.0,6293.0,3139.0,1918.0,9941.0,14165.0,9608.0,2638.0,11468.0,7748.0,5446.0,6074.0,12338.0,1858.0,3577.0,3572.0,2647.0,4203.0,1514.0,10033.0,3476.0,14233.0,10805.0,1718.0,13641.0,21276.0,11063.0,12553.0,9345.0,747.0,2826.0,868.0,7789.0,1139613.0,1527452.306909
sub-D0094,3329.4,4291.4,1750.1,3737.0,1631.0,283.8,3573.8,4439.6,1791.7,3888.2,1556.7,395.4,1080183.0,1068054.0,245704.057526,244199.1626,489903.220126,196751.3904,196164.644827,392916.035226,52205.0,648997.220126,948228.255352,939439.255352,1337029.0,0.763064,0.944506,36.0,40.0,76.0,1415586.165356,2446.0,2253.0,6678.0,2762.0,1789.0,11529.0,13970.0,10670.0,2699.0,13054.0,7516.0,6469.0,5098.0,12393.0,2032.0,3689.0,5485.0,2394.0,4379.0,1682.0,10348.0,3767.0,14057.0,8768.0,2897.0,17412.0,22621.0,11725.0,12205.0,11246.0,1269.0,2894.0,1162.0,7631.0,1068054.0,1415586.165356,1901.0,2291.0,6497.0,3205.0,1817.0,9318.0,15417.0,10586.0,2798.0,13319.0,8316.0,6312.0,4930.0,13655.0,1871.0,3764.0,4132.0,3047.0,4568.0,2172.0,8868.0,3856.0,12283.0,9889.0,2153.0,17721.0,23765.0,12746.0,11776.0,10950.0,1531.0,2841.0,804.0,7485.0,1068054.0,1415586.165356
sub-D0095,2974.7,4841.9,2097.5,4408.5,1383.5,350.8,2919.5,4856.9,2154.9,4383.1,1344.1,409.1,1108336.0,1096080.0,210931.059391,206674.131408,417605.190799,246859.309615,244536.843394,491396.153009,57994.0,574060.190799,978539.343807,970126.343807,1347780.0,0.775766,0.943362,19.0,21.0,40.0,1428699.232661,1626.0,1394.0,5295.0,2749.0,2099.0,9109.0,13319.0,10480.0,2156.0,9098.0,6493.0,6173.0,5254.0,8227.0,2085.0,3203.0,3838.0,2058.0,3391.0,2278.0,7372.0,2587.0,12433.0,9414.0,2294.0,14795.0,18979.0,12832.0,9913.0,9710.0,933.0,2313.0,859.0,5997.0,1096080.0,1428699.232661,1758.0,1812.0,4007.0,2619.0,1754.0,7919.0,14015.0,11053.0,2601.0,8389.0,6615.0,6474.0,5405.0,9815.0,1735.0,3169.0,4314.0,2732.0,4383.0,2181.0,6769.0,3686.0,12099.0,9147.0,1398.0,14425.0,17605.0,12431.0,8853.0,8317.0,919.0,2079.0,621.0,6647.0,1096080.0,1428699.232661
sub-DRSH0001,4001.3,5831.5,2334.4,4449.2,1656.5,528.2,4101.7,5913.8,2319.3,4323.8,1982.7,704.9,1271779.0,1244446.0,260110.681439,254695.106847,514805.788286,272985.66101,266179.69447,539165.35548,65444.0,673862.788286,1145068.143765,1123224.143765,1880584.0,0.71787,1.061517,26.0,16.0,42.0,1771599.6312,2622.0,1123.0,6220.0,2741.0,1619.0,12435.0,13295.0,14202.0,2391.0,12860.0,8730.0,6443.0,6035.0,13724.0,1853.0,4227.0,5574.0,2569.0,3883.0,1752.0,10382.0,3708.0,16116.0,12218.0,2893.0,15510.0,20864.0,16531.0,13261.0,13033.0,1037.0,2274.0,1120.0,8047.0,1244446.0,1771599.6312,2299.0,2161.0,6470.0,2589.0,1512.0,11368.0,14381.0,11963.0,2774.0,11375.0,8041.0,6806.0,5379.0,13791.0,2124.0,4606.0,4531.0,2582.0,5836.0,1282.0,11249.0,3384.0,16161.0,12091.0,2036.0,14839.0,23334.0,11740.0,12824.0,11962.0,1229.0,2620.0,940.0,8172.0,1244446.0,1771599.6312
sub-DRSH0002,3459.6,4739.0,2128.1,4327.8,1556.3,348.7,3399.1,5114.6,1983.9,4912.6,1747.7,467.5,1100308.0,1086877.0,234805.584745,233345.210048,468150.794793,211515.88287,212795.911519,424311.79439,57861.0,631961.794793,964460.589183,954405.589183,1363640.0,0.797926,0.988891,39.0,23.0,62.0,1378959.519196,2550.0,1633.0,5962.0,3143.0,1566.0,8957.0,10824.0,10797.0,2966.0,11804.0,7116.0,5706.0,4560.0,13448.0,1994.0,3122.0,4560.0,1869.0,3507.0,1827.0,9437.0,3076.0,13486.0,9875.0,1877.0,16174.0,21572.0,14210.0,13185.0,12312.0,895.0,2705.0,1219.0,7410.0,1086877.0,1378959.519196,2084.0,1967.0,5878.0,3443.0,1577.0,9146.0,13832.0,10728.0,2979.0,12240.0,6889.0,6915.0,5186.0,13449.0,1733.0,3647.0,4173.0,2859.0,5093.0,2078.0,8997.0,2797.0,13052.0,10029.0,2028.0,15292.0,18766.0,13184.0,11674.0,10435.0,1162.0,3127.0,863.0,6981.0,1086877.0,1378959.519196
sub-DRSH0003,3074.6,5127.0,2218.4,4090.1,1532.0,368.0,3192.4,5254.1,2264.3,4249.2,1697.6,486.3,1213315.0,1189136.0,227517.402848,226231.878164,453749.281012,275818.20405,272025.138404,547843.342454,57558.0,609238.281012,1082760.623466,1062602.623466,1440863.0,0.770809,0.915368,13.0,17.0,30.0,1574080.654507,1631.0,1223.0,6416.0,3240.0,2976.0,10955.0,12547.0,12247.0,2834.0,13314.0,6736.0,5823.0,4715.0,9510.0,2113.0,3248.0,4213.0,2062.0,3647.0,1577.0,9373.0,2619.0,15632.0,9738.0,1858.0,12656.0,20756.0,13253.0,11204.0,8522.0,816.0,2894.0,953.0,6742.0,1189136.0,1574080.654507,1883.0,2018.0,5956.0,3214.0,2572.0,11000.0,14219.0,9529.0,3159.0,12763.0,7126.0,6794.0,4623.0,8864.0,1828.0,3769.0,3777.0,2535.0,4960.0,2489.0,7709.0,2989.0,13680.0,10525.0,2189.0,11746.0,18208.0,13241.0,11555.0,10444.0,816.0,2804.0,850.0,7665.0,1189136.0,1574080.654507
sub-DRSH0004,3831.5,5155.9,2076.4,4057.1,1693.0,483.5,3810.5,5362.1,2129.8,4436.4,1804.5,549.5,1164737.0,1147193.0,216882.174254,223707.727491,440589.901745,255072.662246,255017.552079,510090.214326,60278.0,606431.901745,1027944.116071,1014415.116071,1357186.0,0.774301,0.902239,8.0,11.0,19.0,1504242.324671,2478.0,1776.0,5302.0,2552.0,1826.0,9800.0,11323.0,10685.0,2239.0,10874.0,6953.0,5795.0,4583.0,9332.0,1928.0,3888.0,4209.0,1867.0,3778.0,1560.0,8948.0,3241.0,15105.0,9455.0,2636.0,11872.0,20167.0,11242.0,12143.0,10054.0,562.0,2021.0,1282.0,6208.0,1147193.0,1504242.324671,2158.0,1235.0,6537.0,2932.0,2211.0,10013.0,14363.0,10414.0,2154.0,11272.0,6960.0,7327.0,4254.0,10879.0,2019.0,3437.0,3555.0,2519.0,3853.0,2287.0,9361.0,3363.0,16073.0,9478.0,1749.0,10736.0,20866.0,10256.0,12972.0,9021.0,597.0,1991.0,925.0,6790.0,1147193.0,1504242.324671
sub-DRSH0005,3757.7,4208.9,1966.2,4050.5,1623.6,311.2,3677.4,4362.3,1968.5,4367.6,1801.4,464.3,1153206.0,1129922.0,240290.291295,242963.618335,483253.90963,220728.356517,220980.397496,441708.754012,56416.0,656531.90963,1002957.663642,983955.663642,1442848.0,0.747832,0.935659,24.0,16.0,40.0,1542066.402355,2451.0,1888.0,6185.0,2873.0,1608.0,11157.0,13225.0,9614.0,2412.0,11282.0,7457.0,6217.0,5364.0,11724.0,1975.0,4125.0,4203.0,2739.0,3001.0,1746.0,9381.0,3085.0,14262.0,10574.0,2271.0,15494.0,24313.0,13641.0,13029.0,10595.0,1053.0,3206.0,1213.0,7166.0,1129922.0,1542066.402355,2609.0,1828.0,5918.0,2633.0,2216.0,8536.0,17322.0,10544.0,2523.0,12076.0,7601.0,6088.0,6064.0,13099.0,2159.0,4371.0,4186.0,2641.0,4234.0,2042.0,9593.0,3371.0,15200.0,10727.0,1773.0,15246.0,21231.0,13711.0,12240.0,9737.0,1042.0,2775.0,784.0,7190.0,1129922.0,1542066.402355
sub-DRSH0006,2687.7,3898.7,1343.4,3624.2,1523.2,312.7,2732.6,3972.4,1336.2,3726.2,1576.3,352.3,977996.0,964281.0,194791.494175,190908.674691,385700.168866,202835.5,204089.5,406925.0,48293.0,534743.168866,853404.0,839689.0,1371317.0,0.746052,1.046092,13.0,10.0,23.0,1310895.523767,1427.0,1376.0,4930.0,2354.0,1537.0,8640.0,9098.0,9003.0,1871.0,10339.0,6177.0,4785.0,4336.0,8606.0,1543.0,2752.0,3710.0,1567.0,3254.0,1370.0,8452.0,2317.0,11409.0,7774.0,1900.0,11705.0,19812.0,11494.0,11783.0,9016.0,917.0,2276.0,1102.0,6029.0,964281.0,1310895.523767,1597.0,1486.0,4264.0,2906.0,1401.0,8355.0,12851.0,7169.0,1801.0,10041.0,5251.0,5245.0,4869.0,7715.0,1539.0,3112.0,2989.0,2148.0,4385.0,1682.0,6647.0,2388.0,11873.0,7440.0,1597.0,12241.0,16422.0,11774.0,11100.0,7809.0,1580.0,2157.0,844.0,6264.0,964281.0,1310895.523767
sub-DRSH0007,4765.1,5573.4,2392.3,4666.5,2139.5,488.8,4760.5,5456.6,2241.8,5032.8,2266.3,653.3,1342787.0,1316876.0,289839.964152,291645.962894,581485.927045,254532.769484,255809.988296,510342.75778,67235.0,771007.927045,1186052.684826,1163841.684826,1646935.0,0.753433,0.924089,25.0,32.0,57.0,1782225.896143,4185.0,2372.0,8624.0,3099.0,3043.0,10124.0,15897.0,14799.0,3195.0,14269.0,7452.0,7345.0,6178.0,13719.0,2400.0,3935.0,5013.0,2256.0,3386.0,1713.0,12890.0,4603.0,18496.0,13194.0,3071.0,16168.0,28448.0,18481.0,14609.0,13939.0,1123.0,3553.0,1401.0,8038.0,1316876.0,1782225.896143,2529.0,2356.0,7362.0,4202.0,2049.0,10645.0,16436.0,16327.0,2560.0,17080.0,8935.0,7960.0,6411.0,15317.0,1750.0,5125.0,4411.0,2530.0,4899.0,2128.0,11384.0,4414.0,16877.0,12881.0,2687.0,19068.0,26939.0,15860.0,13665.0,14216.0,1567.0,3348.0,1165.0,8193.0,1316876.0,1782225.896143
sub-DRSH0008,3082.6,4585.5,2044.0,4618.6,1605.3,359.6,3134.6,4761.6,2049.3,4654.8,1759.6,496.3,1172275.0,1147218.0,234698.844637,232566.806545,467265.651182,239763.105646,242648.035822,482411.141468,58066.0,638082.651182,1031148.79265,1010552.79265,1485626.0,0.732439,0.928221,14.0,16.0,30.0,1600508.967044,2627.0,1344.0,5790.0,2978.0,2630.0,8983.0,12417.0,12325.0,2760.0,12798.0,7661.0,7328.0,4764.0,12264.0,1969.0,3399.0,4430.0,2365.0,3465.0,2231.0,9648.0,3392.0,13546.0,9335.0,2385.0,16312.0,21014.0,12021.0,10844.0,10630.0,1001.0,2572.0,939.0,6956.0,1147218.0,1600508.967044,2187.0,3091.0,6998.0,3335.0,1952.0,9188.0,15835.0,11899.0,2230.0,11657.0,7547.0,5961.0,4534.0,13433.0,1903.0,3823.0,4120.0,2515.0,3355.0,2082.0,7783.0,4337.0,12750.0,9505.0,2020.0,14535.0,19606.0,12489.0,10092.0,11044.0,1109.0,2564.0,836.0,6906.0,1147218.0,1600508.967044
sub-DRSH0009,2989.9,4635.1,1893.2,4143.8,1308.9,365.6,2963.3,4769.7,2097.4,4470.0,1450.0,371.1,1032957.0,1009064.0,200861.722517,199931.515976,400793.238493,214072.39223,213967.628835,428040.021064,53384.0,549606.238493,904704.259558,885234.259558,1251653.0,0.812879,0.98498,23.0,24.0,47.0,1270739.266373,1939.0,2273.0,4569.0,3118.0,2042.0,8798.0,11017.0,9288.0,2529.0,10788.0,6247.0,6008.0,4255.0,9092.0,2229.0,3279.0,3345.0,1794.0,2205.0,2158.0,8233.0,3505.0,10633.0,9321.0,2299.0,12925.0,18514.0,9365.0,10525.0,9905.0,871.0,2352.0,931.0,5160.0,1009064.0,1270739.266373,2285.0,1652.0,4185.0,2988.0,2220.0,7984.0,14381.0,9899.0,2311.0,11153.0,5790.0,6266.0,4869.0,9128.0,1891.0,3198.0,3478.0,2228.0,3084.0,2677.0,7063.0,2797.0,10000.0,8773.0,1431.0,13057.0,18201.0,9972.0,8965.0,8995.0,1020.0,2751.0,662.0,5381.0,1009064.0,1270739.266373
sub-DRSH0010,3891.1,5446.5,2270.4,4484.5,1561.6,479.4,4063.0,5896.2,2203.5,4638.2,1852.9,653.7,1444761.0,1415700.0,306790.072966,305157.2018,611947.274766,293922.817879,289551.026315,583473.844194,66533.0,800766.274766,1291606.11896,1266963.11896,1757221.0,0.793233,0.964786,37.0,25.0,62.0,1821357.96634,2441.0,4104.0,7527.0,3358.0,2334.0,13429.0,17009.0,14197.0,3971.0,18921.0,9903.0,6677.0,6609.0,13995.0,2045.0,3837.0,7416.0,3459.0,3978.0,1734.0,12980.0,5166.0,19506.0,14150.0,4211.0,21910.0,26107.0,15573.0,13475.0,13638.0,1583.0,3176.0,1712.0,8830.0,1415700.0,1821357.96634,2876.0,3078.0,6035.0,4066.0,2175.0,12368.0,20032.0,12493.0,2877.0,18440.0,9784.0,7568.0,7095.0,16032.0,2354.0,4811.0,4559.0,3429.0,6240.0,2021.0,12715.0,4143.0,16396.0,13520.0,2812.0,24972.0,26337.0,15543.0,13825.0,14155.0,1438.0,2529.0,1142.0,9577.0,1415700.0,1821357.96634
sub-DRSH0011,3004.4,5692.1,2072.6,3892.0,1865.5,441.6,2826.3,5585.0,2070.1,4147.6,1819.3,543.1,1193920.0,1174334.0,238988.613811,241814.07494,480802.688751,234980.519097,238892.756427,473873.275523,59155.0,664839.688751,1031524.964274,1016872.964274,1489430.0,0.785326,0.979704,35.0,39.0,74.0,1520285.27217,2134.0,2400.0,4946.0,2938.0,2601.0,10099.0,12360.0,12555.0,2589.0,11670.0,8393.0,5286.0,6419.0,11070.0,2531.0,3748.0,6148.0,2508.0,4655.0,1486.0,9807.0,3597.0,13061.0,8886.0,2757.0,15043.0,21790.0,11735.0,10734.0,13693.0,1113.0,2745.0,953.0,7796.0,1174334.0,1520285.27217,2021.0,2007.0,4057.0,3080.0,2278.0,10425.0,16954.0,12322.0,2148.0,13931.0,8416.0,3820.0,6465.0,11563.0,1871.0,4386.0,3592.0,3087.0,3993.0,1365.0,7407.0,3382.0,10871.0,9831.0,2055.0,18013.0,25198.0,12269.0,11900.0,10595.0,1448.0,3169.0,984.0,7584.0,1174334.0,1520285.27217
sub-DRSH0012,4161.5,5596.7,2287.2,4944.2,1852.1,500.9,4335.4,5462.7,2504.6,4877.4,1959.5,601.6,1250284.0,1225751.0,239862.400312,239646.703715,479509.104027,265417.156173,265119.662855,530536.819028,65858.0,661452.104027,1098157.923055,1078592.923055,1546956.0,0.783007,0.968802,14.0,11.0,25.0,1596772.897688,2778.0,2151.0,5317.0,3749.0,1850.0,9546.0,13081.0,10831.0,2586.0,13435.0,8403.0,7151.0,6130.0,10755.0,1919.0,3512.0,4355.0,2408.0,3369.0,2184.0,9897.0,3139.0,13408.0,8127.0,2569.0,16166.0,21889.0,12839.0,12746.0,10596.0,1099.0,2729.0,1229.0,7797.0,1225751.0,1596772.897688,2312.0,1831.0,5226.0,3615.0,2184.0,8539.0,13666.0,11235.0,2355.0,12717.0,8079.0,7131.0,5393.0,12936.0,1779.0,5051.0,3418.0,2931.0,3152.0,2068.0,10956.0,3501.0,14797.0,9890.0,1481.0,14302.0,24262.0,11822.0,11427.0,10086.0,896.0,2139.0,969.0,7728.0,1225751.0,1596772.897688
sub-DRSH0013,3277.2,4158.4,1839.8,3306.8,1353.3,333.3,3091.5,4067.4,2009.9,3612.9,1502.8,467.5,996021.0,970619.0,195073.904285,196593.091646,391666.995931,208574.789562,205775.628598,414350.41816,49108.0,524243.995931,881581.414092,859756.414092,1251796.0,0.766557,0.963406,25.0,25.0,50.0,1299343.587768,1570.0,807.0,4969.0,2449.0,1554.0,7176.0,10157.0,7280.0,1752.0,10072.0,6529.0,5577.0,5069.0,9731.0,1586.0,3926.0,3836.0,1826.0,3606.0,1550.0,7474.0,2344.0,10928.0,8772.0,2172.0,12819.0,18798.0,11807.0,10225.0,8595.0,672.0,2815.0,1087.0,6604.0,970619.0,1299343.587768,1468.0,1889.0,5158.0,3018.0,1429.0,6791.0,10454.0,7302.0,1501.0,10562.0,6412.0,6209.0,4201.0,11288.0,1339.0,2987.0,4183.0,2201.0,4255.0,1910.0,6363.0,2933.0,11194.0,9090.0,1366.0,11355.0,17600.0,11994.0,10393.0,9904.0,997.0,2838.0,810.0,6583.0,970619.0,1299343.587768
sub-DRSH0014,3882.7,5541.7,2236.1,3883.8,1650.7,493.8,3991.3,5618.4,2136.5,3828.1,1927.2,618.3,1215963.0,1197140.0,255286.017642,255434.421092,510720.438734,238085.749181,239122.038795,477207.787976,61956.0,691606.438734,1067940.22671,1053567.22671,1510335.0,0.755769,0.938733,11.0,7.0,18.0,1608908.337376,2247.0,2358.0,5167.0,2204.0,2319.0,9493.0,12433.0,14207.0,2984.0,10537.0,8244.0,4924.0,4907.0,13872.0,1994.0,3860.0,6143.0,2354.0,3783.0,1279.0,9407.0,3659.0,13162.0,11424.0,3461.0,18052.0,26594.0,16136.0,13322.0,12195.0,1202.0,2821.0,1073.0,8612.0,1197140.0,1608908.337376,2262.0,2665.0,4127.0,2740.0,1944.0,9884.0,14534.0,14650.0,2277.0,11324.0,9030.0,5140.0,6398.0,13755.0,1878.0,3689.0,3962.0,3365.0,5175.0,1609.0,8859.0,3684.0,12829.0,11581.0,2699.0,19800.0,24061.0,14903.0,12202.0,12102.0,1171.0,3014.0,973.0,7525.0,1197140.0,1608908.337376
